,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2019-03-01,3,2,0,1,"['patriots protect countries harm invalid debacle untold generational harm premiership control eu best possible deal people people', 'either need within', 'okay change mind way government okay changed eddiemair trussliz everyday']",0.36,Conservative,Elizabeth Truss,Stay in EU
2019-03-01,5,1,0,4,"['sucking dear leader jeremy emilythornberry shunned inner circle wants back dead bodies constituents country', 'hi emilythornberry want remain eu data please polls see suggest majority', 'emilythornberry figures want leave eu polls showing ahead facts straight https', 'quite apart rights wrongs opinions beliefs unclear policy earth expect government', 'done years ago twatweazel put dullards opposition pop writing wall anybody one iota senseit went downhill party moment never stopped descending']",0.04,Labour,Emily Thornberry,Stay in EU
2019-03-01,4,2,2,0,"['will whole pile nearly new boots partially involved nige s apology atonement walk london started sunderland celebrate nissanuk longer making planned suv bydonkeyshttps', 'asked opposed accuses troll blocked assure troll makes change called racist idiot ca answer question insult', 'fast point inspire rational debate whip jingoistic fervour regurgitating old debunked untruths distract dishonest intent', 'trust opinion anything given torrent lies vomited mouth never say never anything history will crush crushing idiots traitors behind right now']",-0.09799291617473438,Conservative,Esther McVey,Stay in EU
2019-03-01,1,0,0,1,['https yvettecoopermp hackneyabbott skinnock jeremycorbyn chukaumunna gavinshuker sandbach agree reform federation confederation explicitly recognize will'],0.0,Labour Co-operative,Gavin Shuker,Stay in EU
2019-03-01,2,1,0,1,"['reasonable expect weaken exists protect chaos avoided simply going back people voting houseofcommons', 'compromise protect us preserve peace personified ashamed country must go people vote']",0.06666666666666667,Conservative,Geoffrey Cox QC,Stay in EU
2019-03-01,1,0,1,0,['suggestion move towards softer brexit potentially mechanism remove backstop wa suggestion ruse erg led tory party stall negotiations order revert hard brexit transition elapsed'],-0.14583333333333334,Conservative,George Freeman,Stay in EU
2019-03-01,1,1,0,0,['good speech geraintdaviesmp swansea summary advisory referendum charactised lying people vote poorer lose jobs existing deal good deal'],0.7,Labour,Geraint Davies,Stay in EU
2019-03-01,1,1,0,0,['million mapping expect manchester metropolitan university full lies london remain city million people yet persuade come march s good turn'],0.5249999999999999,Scottish National,Hannah Bardell,Stay in EU
2019-03-01,4,2,0,2,"['whether re mp ve followed s electoral example re going next gen elec trust politics well truly destroyed https', 'cont last seconds peston given airtime given debate whether much evidence public now want bias bbc peston better', 'davidlammy uklabour labourinthecity uklabourin labourlordsuk chukaumunna please take back control gov t control https', 'interesting signatories constituency march high noon hyde park london please try make show support']",0.16999999999999998,Conservative,Heidi Allen,Stay in EU
2019-03-01,3,1,1,1,"['well stop party abstaining everything might find way forward', 'woman gave corbyn chance corbyn sacked hilarybennmp one late night https', 'thank sterling effort sort mess way forward parliament needs know wants put back people option']",-0.06874999999999999,Labour,Hilary Benn,Stay in EU
2019-03-01,6,3,2,1,"['mr blackford grandad scotish possible day scotland independent scottish passport move england shot', 'big space awaiting actual opposition wasn t disappointed uklabour colluded conservatives brexit disaster beginning eu', 'solution obvious revoke go back perfect saves us hands total responsibility back carolinelucas ianblackfordmp lsrplaid', 'absolutely always hear hypocritical fantasists jrm nf reasoned voices go unheard nation yet bbcbreaking bbcnews always forefront', 'excellent speech thanks ian stephenkerrmp tory care millions suffer serious impacts brexit unnecessarily wilfully ignore overwhelming evidence economic disaster boe assessments business investment leaving', 'ianblackfordmp well said completely agree everything speech s shame m living south coast england far away common sense prevails scotland']",0.07583333333333334,Scottish National,Ian Blackford,Stay in EU
2019-03-01,1,1,0,0,['exact reason ge required got elected uklabour manifesto leaving eu whilst wanting mp others parties yet realise damage done politics still expenses'],0.25,Labour,Ian C. Lucas,Stay in EU
2019-03-01,1,0,1,0,['sorry thought taking piss jc refused stand members day one chuka stands'],-0.5,Labour,Ian Murray,Stay in EU
2019-03-01,19,11,6,2,"['staying equal active full partner best option people benefit disaster capitalists tax dodgers ambitious hopelessly incompetent politicians racist nitwits', 'going share half loaf wealth people will impoverished brexit people whose businesses will fail factory workers whose employers decided move production somewhere', 'far many people wanting referendum bunch lies self seeking rich elitist immigration outside leave will dole look', 'talking nonsense typical fearmongering come expect', 'spectacular deal faults enumerated past better backhanded leadership bid distancing catastrophic promoted https', 'know jacob always options hard grow decide face nation take consequences done enough damage suppose perspective answer cause max damage make money repair', 'mouth bestforbritain', 'voted thought knew everyone researches everything nth degree certainly wanted facts sides less know eu perfect want admit ignorance admit now know still', 'jacob allowing mps remove table people want happy take deal achieve happen leaving pm brings deal back voted', 'read leaflets reality checks powerful messages say know voting utter poppycock information clear voted let s go jeremycorbyn', 'unelected wto mean countries apply tariffs products import us ca stop wo calling shots minnow tank sharks countries band trade blocks madness best deal', 'shit become diem jeremycorbyn mate premiership wo tho https', 'utter bollocks flavour anywhere near amazing deal explanation insanity will benefit financially deregulation see court', 'fan voted believe will car crash leave barking wrong tree lux dublin standard locations funds funds made money brexit let distracted shite', 'daviddavismp crispinblunt nation put nation party pocket stop discarding reciprocal rights freedoms benefit economically culturally https', 'constituency voted reaffirmation local support devastating shows far removed parties activists actual voters level disenfranchisement must end', 'others someone wishes eu doubt source provided unacceptable julia nice talking picked homepage checking profile', 'voted deal never mentioned reform within deal quite simply simples think clarifies things', 'utter bollocks flavour anywhere near amazing deal explanation insanity will benefit financially deregulation see court https']",0.11416925465838507,Conservative,Jacob Rees-Mogg,Stay in EU
2019-03-01,2,2,0,0,"['much cant bigwigs jamescleverly terms may ok part comprehensive deal confirms public want offer must stay option bbclaurak bbcnews', 'fairness saying along one knew facts know today lied cheated overspent misled nation welcome bit humility leaver vote advisory']",0.375,Conservative,James Cleverly,Stay in EU
2019-03-01,40,15,16,9,"['well interesting lively thoughtful debates speeches four potential candidates replace mp mike freer every single one supports hope listening jeremycorbyn', 'see plenty realignments upcoming jeremycorbyn embrace will support across spectrum except ultras win ge', 'puppets may cameron reduced uk mess years stability will one minute rest millions rational uk voices enjoy catfight tories realise won t leader', 'strategist libdems thegreenparty leave seat party take votes away main parties think people', 'enable brexit will never vote will detest voting leave jeremycorbyn close conservatives vote will libdems now barrygardiner voter lab held marginal', 'eucopresident jeremycorbyn houseofcommons mr president thank heart https', 'sad shami chakrabarti tried run away jeremycorbyn promised let policy shaped labour overwhelmingly membership million million signing petition labour listening', 'jeremycorbyn uklabour least million us spoke yesterday people flew day france italy came bus train bristol edinburgh bath wales canterbury listening https', 'churchillian speech hessletine jeremycorbyn way fight destroying labour', 'go go home jeremycorbyn need think need votes million strong march might stupid pm https', 'picture last october march will saturday demanding people vote facts jeremycorbyn', 'think corbyn jeremycorbyn already far away always always will', 'except jeremycorbyn supporter said voted official uklabour policy long game concealing views party members supporters', 'exasperated frustrated infuriated playing apart playing public sick emotions manipulated career politicians refuse put nation party jeremycorbyn crispinblunt nation', 'shit become diem jeremycorbyn mate premiership wo tho https', 'know short delay wont possible pv conference voted haemorrhaging support uklabour voters lab voters banks funded labour leave lexit mps voting tories fb abstaining sanction', 've seen high profile proof jeremycorbyn uklabour actually now pushing find disgusting worrying days away national calamity need', 'heard anything jeremycorbyn backing right brexit outcomes ve heard nothing', 'important analysis sally tomlinson dannydorling blame least wealthy groups leave vote came privileged groups uk yet another reason jeremycorbyn unequivocally support', 'ripping heart communities jeremycorbyn please try stop brexit ve eu citizen life s fair removed illegally won advisory referendum especially clear brexit options hurt uk', 'wrong man wrong tactic wrong time need strong opposition need leadership uklabour need need need beckett amendment next week', 'jeremycorbyn clear jezza tory brexiter heart deny maths much longer jezza going absent debate much longer will jezza barrygardiner allowed ignore voices https', 'https yvettecoopermp hackneyabbott skinnock jeremycorbyn chukaumunna gavinshuker sandbach agree reform federation confederation explicitly recognize will', 'ask resign now stated intentions start uklabour considering elected jeremycorbyn leader inability say yesterday hid away million marched bloody disgrace', 'depends postion position time quietly explore alternatives everything frying pan fire', 'corbyn s boycott yesterday s protest nothing less betrayal people vulnerable poorly paid powerless will hit hardest united kingdom s departure european union jeremycorbyn https', 'yvettecoopermp parliament needs take control jeremycorbyn sadly neither uk s interests heart wedded staying power wedded narrow ideology', 'probably worst day saga jeremycorbyn proving inept anger remainers leavers clear today people now scared will happen must come back people', 'surely ve known jeremycorbyn couldn t honest untrustworthy uklabour leader campaigned half heartedly everyone now knows https', 'split vote lead jeremycorbyn pm supported exists independent', 'soon wo following jc twitter gone jc supporter voter likewise member voter one feel happy yes voted leave seen sense time jc well', 'hearing uklabour wo support people vote amendment tonight latest cynical move jeremycorbyn johnmcdonnellmp nothing giving empty promises try keep largely voters onside despite declared policy duplicitous snakes', 'past statements jeremycorbyn whose cult following wants juggled balls long time increasingly contort keep airborne toads around protect saying https', 'please let s now seize opportunity unite tory labour parties need clear position s ge', 'jeremycorbyn way narrow minded listen suggestions anyone speak general election s one thinks s got chance winning gets s reason labour won t s way insular https', 'pointless crap labour', 'type bad uk supporting means supporting damaging economy damaging uk industry job losses people poverty less freedom lives put risk nhs cuts support jeremycorbyn', 'wo vote ex brexit voter lives lab marginal brexit will decide vote die time', 'coy need yvettecoopermp others believe good option much cowering behind jeremycorbyn vacillates show real leadership skills soon will hate grasp nettle painful https', 'don t undermine jc job far better uklabour seen facilitate brexit form party deserted millions voters without gaining extra support leave voters https']",-0.05815205627705629,Labour,Jeremy Corbyn,Stay in EU
2019-03-01,7,4,2,1,"['now kinda thing wan na hearing mr maybe maybe call whole thing hero jeremy brave https', 'enough enough mps must take control away failed government long extension put workable proposition versus s way healing sore nation', 'majority mps hoc sapping uk electorate patience eight days away march mps need join uk electorate eu deal wto terms next friday mps', 'watching bbc morning shows others defying democracy trying prevent uk another referendum scared result will different now people knows means s disgusting behaviour', 'implicitly accepting now win want stop need three things kill deal extension referendum marrshow https', 'nations understood communicated position clearly day one anyone think one minute don t understand despicable games played government nation s expense wonder bemused', 'better late never mr hunt please support versus current excellent deal better position make changes within eu top table looking outside powerless broke']",0.0925,Conservative,Jeremy Hunt,Stay in EU
2019-03-01,2,1,0,1,"['t herd cats plait sawdust knit deliver based lies use divert attention real issues', 'support way got say thought jessphillips fire interview splitting party']",0.2,Labour,Jess Phillips,Stay in EU
2019-03-01,1,1,0,0,['fitzmp understand bbcpm will voting uklabour constituents tonight look forward seeing confirmed tomorrow morning print'],0.4,Labour,Jim Fitzpatrick,Stay in EU
2019-03-01,2,2,0,0,"['uklabour jostevenslabour majority labour mps support second referendum heavy heart leave party nothing fear second vote leave right decision majority will confirmed hope', 'brilliant stuff lollipop man orange jim valeforeurope outside parliament today well made numbers pro growing hold em account sdoughtymp annamcmorrin jostevenslabour aluncairns inside']",0.19795918367346937,Labour,Jo Stevens,Stay in EU
2019-03-01,1,0,0,1,['george eustice doesn t twitter account stuffed erg lackies didn t vote duty interests constituents country s cc chief whip don t let claim never hear'],0.0,Scottish National,Jo Swinson,Stay in EU
2019-03-01,3,2,0,1,"['thanks apart tweeting writing frenziedly already remain mp marching signing petitions recommend electorate help avert cataclysm genuinely terrified', 'evening chrisevansmp per earlier email please support resolution joannaccherry make default position cc benpbradshaw lsrplaid protect https', 'great clarity keithbrownsnp s deal v thanks jolyonmaugham goodlawproject uk unilaterally start s option thesnp mps favour scotland voted']",0.18333333333333335,Scottish National,Joanna Cherry QC,Stay in EU
2019-03-01,1,1,0,0,['agreed dozens coaches fully booked trains voting whose parliament completely ignored'],0.1,Labour,John Mann,Stay in EU
2019-03-01,8,4,2,2,"['responsible opposition calling save nation crisis will impact poorest vulnerable actually', 'government ignore strong message us people let us people ignore fail listen future elections forever jeremycorbyn vincecable chukaumunna johnmcdonnellmp', 'quite uklabour seen facilitate brexit form party deserted millions voters without gaining extra support leave https', 'john really hope holds true will mil people ignores lies campaign includes businesses experts ones lied last time', 'constant wriggling asked supporting second referendum refusal endorse blindingly obvious jeremy corbyn colluding tories touché d say wouldn t mr mcdonnell', 'hearing uklabour wo support people vote amendment tonight latest cynical move jeremycorbyn johnmcdonnellmp nothing giving empty promises try keep largely voters onside despite declared policy duplicitous snakes', 'real question anna sdoughtymp ardent remainer pv activist s ballot certainly may s unicorn corbyn s unicorn charging rhinoceros deal', 'know short delay wont possible pv conference voted haemorrhaging support uklabour voters lab voters banks funded labour leave lexit mps voting tories fb abstaining sanction']",0.03917748917748918,Labour,John McDonnell,Stay in EU
2019-03-01,1,0,0,1,['johnredwood bydonkeys'],0.0,Conservative,John Redwood,Stay in EU
2019-03-01,3,2,1,0,"['johnny believer change happen change constant part human life profile dumb brexit turn angry old man turn heart anger servitude friendship cooperation', 'nowhere near easily britain total joined staff countries', 'opinion millions considered different opinion binary vote voice prevailed respect majoritarian vote separates civilized democracy chaotic country fast decending thanks intransigent']",-0.010897435897435893,Conservative,Johnny Mercer,Stay in EU
2019-03-01,2,2,0,0,"['due bit help community see light', 'disappointing don t believe general public entitled change minds mps change minds one week next parliament clearly decide good country referendum way forward']",0.06562500000000002,Labour,Justin Madders,Stay in EU
2019-03-01,6,1,2,3,"['katehoeymp worst twisted snake words hideous mp vauxhall constituents must apoplectic know clown', 'katehoeymp co walking sunderland london words janeygodley hope feet nip way', 'assume good people will rid us turbulent moron katehoeymp move deselect uklabour representing views constituents', 'people came orkney penzance bath basingstoke everywhere brexit morph', 'cabal treasury intention day one attempt total betrayal uk electorate', 'supporting mp s katehoeymp blatantly ignoring wishes constituents voted significant majority desist throwing smokescreens cover treachery aren t uklabour removing whip']",-0.184375,Labour,Kate Hoey,Stay in EU
2019-03-01,16,8,5,3,"['quite apart rights wrongs opinions beliefs unclear policy earth expect government', 'done years ago twatweazel put dullards opposition pop writing wall anybody one iota senseit went downhill party moment never stopped descending', 'government ignore strong message us people let us people ignore fail listen future elections forever jeremycorbyn vincecable chukaumunna johnmcdonnellmp', 'jeremycorbyn uklabour least million us spoke yesterday people flew day france italy came bus train bristol edinburgh bath wales canterbury listening https', 'must full member eu everything selling country short kier knows mps know five million screaming rooftops two million marched yesterday right', 'support day late many dollars short note brexit deal except constructive ambiguity senior pols abandoned party membershttps', 'davidlammy uklabour labourinthecity uklabourin labourlordsuk chukaumunna please take back control gov t control https', 'jeremycorbyn don t dare abstain voting second referendum vote commons vote happens want duty care country make sure keep us', 'yes amendment secure second referendum deal crashing ballot way forward hope save uk disaster labour will campaign', 'version suits time sort mess aim start finish blame lies', 'coy need yvettecoopermp others believe good option much cowering behind jeremycorbyn vacillates show real leadership skills soon will hate grasp nettle painful https', 'good clarity labour back explicit option maybe already confirmed getting mixed messages sometimes message instead sounds worse', 've seen high profile proof jeremycorbyn uklabour actually now pushing find disgusting worrying days away national calamity need', 'https read hang collective heads sort mess now take back control govt far right autocrats left stop control pay heavy electoral price next ge', 'money areas via european union nations far bribe crooks take note https', 'money available fact times amount offer billion eu committed poorest parts uk money still available eu leave peanuts may return parliamentary votes enough']",0.02773242630385488,Labour,Keir Starmer,Stay in EU
2019-03-01,1,1,0,0,['estimated million new young voters back young people rightly furious watching older generations take futures away us https'],0.13145743145743144,Conservative,Kelly Tolhurst,Stay in EU
2019-03-01,1,0,1,0,['disgusting mp kemibadenoch wo answer letters emails anyone voted must breach number parliamentary conventions point talking racist trying destroy british economy'],-0.39999999999999997,Conservative,Kemi Badenoch,Stay in EU
2019-03-01,1,0,1,0,['days away becoming failed state laylamoran mp unless use https ensure deal gone revoked'],-0.024999999999999994,Conservative,Layla Moran,Stay in EU
2019-03-01,5,3,1,1,"['problem see re coming compromise isn t anyone wanted won t give voters thought voting doesn t preserve voters fear losing worms', 'sorry vast majority voters normal respectable people genuinely believed lies campaign got nothing non existent lot rent mob professional agitators representing noone', 'spot nick consider three years frit majority uk put forward defining motion last night voted three hours now debate early finish friday democracy', 'puppets may cameron reduced uk mess years stability will one minute rest millions rational uk voices enjoy catfight tories realise won t leader', 'richardbenyonmp date corrupt referendum us compromise damaging illegal treason reason take break party s charade singularly legitimate way proceed']",-0.002083333333333335,Labour,Lisa Nandy,Stay in EU
2019-03-01,2,1,0,1,"['evening chrisevansmp per earlier email please support resolution joannaccherry make default position cc benpbradshaw lsrplaid protect https', 'solution obvious revoke go back perfect saves us hands total responsibility back carolinelucas ianblackfordmp lsrplaid']",0.16666666666666666,Plaid Cymru,Liz Saville Roberts,Stay in EU
2019-03-01,2,0,1,1,"['https nickboles yvettecoopermp lucianaberger angelasmithmp chrislesliemp mikegapes mps parties suspended traditional hostilities worked together european confederation rather current federation', 'actually sent funded eu snaffled rest dont naive disingenuous say know money coming back less huge commission without credibility shot']",-0.008333333333333325,Labour Co-operative,Luciana Berger,Stay in EU
2019-03-01,1,0,1,0,['issued much way public statements apparently receives much remainers brexiters constituency think remainers believe useless write'],-0.009999999999999998,Conservative,Lucy Frazer,Stay in EU
2019-03-01,1,0,0,1,['oh take personally take personallyhe unrepresentative refuses reply emails blocked twitter hiding truth suspect'],0.0,Conservative,Marcus Fysh,Stay in EU
2019-03-01,1,1,0,0,['matt supporting labour voters want hear going stop people voting labour facilitate tory brexit'],0.25,Conservative,Matt Western,Stay in EU
2019-03-01,3,0,1,2,"['don t feel brenda bristol speak', 'im feeling rachel reading wanting', 'type bad uk supporting means supporting economy uk industry losses people poverty freedom put risk nhs cuts things support matt']",-0.06666666666666661,Conservative,Matthew Hancock,Stay in EU
2019-03-01,1,0,0,1,['https nicolasturgeon mhairiblack derekmackaysnp ask eu reform current federation confederation explicitly recognize will'],0.0,Scottish National,Mhairi Black,Stay in EU
2019-03-01,5,3,2,0,"['especially supporting conservative mp favour re either fool re going benefit personally population s pain economic hardship d wager mike ain t fool', 'hilarious yes lies lies lies course never indulged real lies every single political corner vote respected remainers honestly need fact will vote happened', 'mps want every option table hard everything agreement anything', 'many travelling outside exciting address expect passion quarters events passion global future well modern values inclusion respect citizens', 'touch date report almost five years ago suggestion bias desperate measures mike re digging rubbish bbc archives']",0.1273065476190476,Conservative,Michael Fabricant,Stay in EU
2019-03-01,4,2,1,1,"['labour firmly ground reason supporting pandering right wing forces sweeping across world another symptom enough worry side trying save us neoliberal extremists', 'either need within', 'one clearly masturbated big red bus borisjohnson michaelgove still got pictures play whilst ya stockings blaming funniest thing read family taken bus now', 'secorendum something scared commons litany votes meaningful less indicative information allegedly results may s desperate brussels shuttles t pv now facts']",0.006277056277056285,Conservative,Michael Gove,Stay in EU
2019-03-01,1,0,0,1,['https nickboles yvettecoopermp lucianaberger angelasmithmp chrislesliemp mikegapes mps parties suspended traditional hostilities worked together european confederation rather current federation'],0.0,Labour Co-operative,Mike Gapes,Stay in EU
2019-03-01,1,0,1,0,['mikekanemp hope appalled democracy held ransom please everything possible wrest back corrupt dangerous'],-0.38,Labour,Mike Kane,Stay in EU
2019-03-01,1,1,0,0,['many alternatives deal ranging soft harder deal need bargaining position going poorer anyway govt figures extra economic chaos makes sense mimsdavies'],0.13999999999999999,Conservative,Mims Davies,Stay in EU
2019-03-01,1,1,0,0,['well certain airhead nadinedorries know elbow last thursday https'],0.10714285714285714,Conservative,Nadine Dorries,Stay in EU
2019-03-01,8,4,3,1,"['long keep thinking leave voters voting economic matters considering extreme warnings voting eu influence part governance removed ll never understand result re happy short term poorer', 'quite honest true position million knew voted yes won yes hate clearly one live facts', 'respectfully disagree nick bit working company demoted senior manager junior position want best deal now know really people now', 'https nickboles yvettecoopermp lucianaberger angelasmithmp chrislesliemp mikegapes mps parties suspended traditional hostilities worked together european confederation rather current federation', 're stuck tiny minds re one jump away nz murderer re least british', 'others ben bradley mp voted weird transformation erg style brexit view almost afraid taking local parties', 'big two words atrocious withdrawal agreement majority mps hoc standing way wto terms exit eu need know unimportant betray uk electorate will removed ge', 'cheers good call despair little lack coordinated planned strategy campaign many mps recognise damage got together even plan execute us massive disservice imho']",0.04909874608150472,Independent,Nick Boles,Stay in EU
2019-03-01,1,1,0,0,['uklabourleader uklabour vincecable ukparliament conhome nickherbertmp let s build better uk whilst benefiting europe now majority uk remain time listen brave enough oppose isolationism https'],0.43333333333333335,Conservative,Nick Herbert,Stay in EU
2019-03-01,2,1,1,0,"['ok acknowledged best nicky morgan keep sharing folks next target million far', 'others ben bradley mp voted weird transformation erg style brexit view almost afraid taking local parties']",0.07142857142857144,Conservative,Nicky Morgan,Stay in EU
2019-03-01,2,1,0,1,"['makes revocation likely d love think wise democratic perspective informed consent public deal least worse option available', 'voted deal never mentioned reform within deal quite simply simples think clarifies things']",0.11249999999999999,Democratic Unionist,Nigel Dodds,Stay in EU
2019-03-01,1,1,0,0,['nigelmp skynews seems change mind supporting may withdrawal agreement prepared support basis compromise conciliation eu loving mps vote fails heads confident go ahead'],0.2125,Conservative,Nigel Evans,Stay in EU
2019-03-01,1,1,0,0,['thank sterling effort sort mess way forward parliament needs know wants put back people option'],0.00833333333333334,Independent,Oliver Letwin,Stay in EU
2019-03-01,3,2,1,0,"['democratic european moldova options czech thoroughly concluded norway best serve uk don t let establishment take us netherlands never never land', 'minus value share eu total capital roughly billion owe us supine politicians chosen walk away', 'crispinblunt nation treasure eu citizenship reciprocal rights freedoms voters especially young will never forgive stripped moral course put nation party']",0.14285714285714285,Conservative,Owen Paterson,Stay in EU
2019-03-01,3,1,1,1,"['except jeremycorbyn supporter said voted official uklabour policy long game concealing views party members supporters', 'brilliant stuff lollipop man orange jim valeforeurope outside parliament today well made numbers pro growing hold em account sdoughtymp annamcmorrin jostevenslabour aluncairns inside', 'eu https']",0.1125,Labour,Owen Smith,Stay in EU
2019-03-01,1,1,0,0,['great away rubbish'],0.8,Conservative,Penny Mordaunt,Stay in EU
2019-03-01,1,1,0,0,['peterboneuk betrayal country old life almost young british people want eu rights stripped away versus'],0.06666666666666667,Conservative,Peter Bone,Stay in EU
2019-03-01,3,0,1,2,"['sneering contempt peterkyle exemplifies lost mp touch told earth mp people sovereign', 'still got answer peterkyle mpphilwilson asking option wording thier ammendnent', 's leadership uklabour failing failed missing newsnight missing xparty talks letting vast majority lab voters leader wrong side history yet march https']",-0.27999999999999997,Labour,Peter Kyle,Stay in EU
2019-03-01,1,0,0,1,['still got answer peterkyle mpphilwilson asking option wording thier ammendnent'],0.0,Labour,Phil Wilson,Stay in EU
2019-03-01,2,1,0,1,"['farce always saving conservative party best us people want eu now may doesn t listen stubbornly ploughs deal', 'closest reason think eu cronies said will profit negotiated philiphammonduk amberruddhr conservatives houseofcommons']",0.3,Conservative,Philip Hammond,Stay in EU
2019-03-01,1,1,0,0,['literally political class priti never trusted shills shifting blame everyone nice try coming investigation will focus liars pushed fantasy deliver form'],0.3,Conservative,Priti Patel,Stay in EU
2019-03-01,1,1,0,0,['today best deal women march rally rachaelmaskell many great speakers welcome'],0.7749999999999999,Labour Co-operative,Rachael Maskell,Stay in EU
2019-03-01,2,1,0,1,"['worth watching want see depths labour party fallen day s blair likes long bailey', 'uklabour facilitates brexit form party deserted millions voters gaining extra support leavers every uklabour mp voted held leave seat returned increased majority https']",0.08333333333333333,Labour,Rebecca Long-Bailey,Stay in EU
2019-03-01,2,1,1,0,"['richardbenyonmp date corrupt referendum us compromise damaging illegal treason reason take break party s charade singularly legitimate way proceed', 'large numbers parties will joining rest majority voted ignored richardbenyonmp']",-0.2619047619047619,Conservative,Richard Benyon,Stay in EU
2019-03-01,1,1,0,0,['second referendum option fair way resolve disaster people perspectives debate'],0.35,Labour,Richard Burgon,Stay in EU
2019-03-01,5,3,1,1,"['bercow given parliament people chance pause thought hard switched supporting deal will tear opportunity viewpoint better deal now voice shaping', 'actually suggests somehow extreme thing benefit massively last years current disturbed mind extreme exactly reason must costs', 'yes lightweight wimp rory one places importance opinion remotely honour referendum certain means exit backstop means will never real fanatics planned', 'option go logical way forward now', 'love tweet simply version crazy million insert nationality coming uk rhetoric leave possibly though severely unlikely spent less ref got called due demand leave']",-0.012811791383219948,Conservative,Rory Stewart,Stay in EU
2019-03-01,2,0,2,0,"['takes ghost come dead tell us', 'takes ghost come dead tell us']",-0.2,Labour,Ruth Smeeth,Stay in EU
2019-03-01,1,0,1,0,['pathetic despicable time national crisis main political parties choosing rather good country fed notion uk threat old single mother world must see us'],-0.01746031746031747,Conservative,Sajid Javid,Stay in EU
2019-03-01,1,1,0,0,['nothing better will simply trash country democracy will never respect referendum democracy always changing many now changed minds'],0.3333333333333333,Democratic Unionist,Sammy Wilson,Stay in EU
2019-03-01,1,1,0,0,['indeed better way defending tooth nail rights membership european union women uk lose us leaving let s fight'],0.25,Labour,Sarah Champion,Stay in EU
2019-03-01,1,1,0,0,['brilliant maitlis watching emily m bbcnewsnight challenge jrm nobody seen suggesting takes orders dup sarahwollaston able speak sense skinnock speaking constructive way thx better coverage less bias'],0.4333333333333333,Conservative,Sarah Wollaston,Stay in EU
2019-03-01,1,1,0,0,['maybe wo unite party government falls will move fast prevent resulting general election divided even far left nasties help scrape majority form government'],0.0875,Conservative,Simon Hoare,Stay in EU
2019-03-01,1,0,1,0,['let s clear set march deadline invoked without plan understanding really meant nations understood communicated position clearly day one wonder frustrated'],-0.07499999999999997,Conservative,Stephen Barclay,Stay in EU
2019-03-01,2,2,0,0,"['real question anna sdoughtymp ardent remainer pv activist s ballot certainly may s unicorn corbyn s unicorn charging rhinoceros deal', 'brilliant stuff lollipop man orange jim valeforeurope outside parliament today well made numbers pro growing hold em account sdoughtymp annamcmorrin jostevenslabour aluncairns inside']",0.32857142857142857,Labour Co-operative,Stephen Doughty,Stay in EU
2019-03-01,1,1,0,0,['excellent speech thanks ian stephenkerrmp tory care millions suffer serious impacts brexit unnecessarily wilfully ignore overwhelming evidence economic disaster boe assessments business investment leaving'],0.19444444444444445,Scottish National,Stephen Kerr,Stay in EU
2019-03-01,3,1,1,1,"['brilliant maitlis watching emily m bbcnewsnight challenge jrm nobody seen suggesting takes orders dup sarahwollaston able speak sense skinnock speaking constructive way thx better coverage less bias', 'https yvettecoopermp hackneyabbott skinnock jeremycorbyn chukaumunna gavinshuker sandbach agree reform federation confederation explicitly recognize will', 'fundamental already went deal give rights now rights uk citizens eu reciprocated seat table eu security etc plus purely selfish need retain pet passports']",0.24666666666666665,Labour,Stephen Kinnock,Stay in EU
2019-03-01,1,1,0,0,['ray hope dear carolinelucas keep writing mp stevereedmp sure seen public lost appetite brexit apart far right deluded individuals let binding option'],0.22142857142857142,Labour Co-operative,Steve Reed,Stay in EU
2019-03-01,5,4,1,0,"['majority mps hoc betray brexit please inform steely resolve uk electorate remove every one palace westminster come next general election parliament versus million voters', 'aside fact already due death rates voters deaths accounted figures', 'mp able read now know available published evidence reject form brexit response compromised advisory referendum thanks thanks', 'majority tory mps stopped honourable minority true conservatives mps removing', 'others someone wishes eu doubt source provided unacceptable julia nice talking picked homepage checking profile']",0.2416666666666667,Conservative,Steven Baker,Stay in EU
2019-03-01,1,0,0,1,['reporting supporters now drifting away presumably bail conditions insist back home eight'],0.0,Scottish National,Stewart Malcolm McDonald,Stay in EU
